source_page_url,source_page_label,source_table_index,fiction_work_raw,book_publication_year_guess,film_adaptation_raw,film_release_year_guess,adaptation_line_number,is_movie_2000_2024_guess
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Adolphe (1816), Benjamin Constant",1816.0,Adolphe (2002),2002.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Adventures of Captain Alatriste (Spanish: Las aventuras del capitán Alatriste) (1996–present) (series), Arturo Pérez-Reverte",1996.0,Alatriste (2006),2006.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",1883.0,Geppetto (2000),2000.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",1883.0,Pinocchio (2002),2002.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",1883.0,Pinocchio 3000 (2004),2004.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",1883.0,Welcome Back Pinocchio (Italian: Bentornato Pinocchio) (2007),2007.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",1883.0,Pinocchio (2008),2008.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",1883.0,Pistachio – The Little Boy That Woodn't (2010),2010.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",1883.0,Pinocchio (2012),2012.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",1883.0,Pinocchio (2019),2019.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",1883.0,Pinocchio: A True Story (2022),2022.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",1883.0,Pinocchio (2022),2022.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",1883.0,Guillermo del Toro's Pinocchio (2022),2022.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Adventures of Tom Sawyer (1876), Mark Twain",1876.0,Tom Sawyer (2000),2000.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Adventures of Tom Sawyer (1876), Mark Twain",1876.0,Tom Sawyer & Huckleberry Finn (2014),2014.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Adventures of Tom Sawyer (1876), Mark Twain",1876.0,Band of Robbers (2015),2015.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"After (2014), Anna Todd",2014.0,After (2019),2019.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"After Ever Happy (2015), Anna Todd",2015.0,After Ever Happy (2022),2022.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"After Everything (2015), Anna Todd",2015.0,After Everything (2023),2023.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"After We Collided (2014), Anna Todd",2014.0,After We Collided (2020),2020.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"After We Fell (2014), Anna Todd",2014.0,After We Fell (2021),2021.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Airborn (2004), Kenneth Oppel",2004.0,Airborn (2012),2012.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"All the King's Men (1946), Robert Penn Warren",1946.0,All the King's Men (2006),2006.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"All Quiet on the Western Front (German: Im Westen nichts Neues) (1929), Erich Maria Remarque",1929.0,All Quiet on the Western Front (2022),2022.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"All She Was Worth (火車, Kasha) (1992), Miyuki Miyabe",1992.0,Helpless (Korean: 화차; RR: Hwa-cha) (2012),2012.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"All the Pretty Horses (1992), Cormac McCarthy",1992.0,All the Pretty Horses (2000),2000.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"All the Way (2001), Andy Behrens",2001.0,Sex Drive (2008),2008.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"All You Need Is Kill (2009), Hiroshi Sakurazaka",2009.0,Edge of Tomorrow (2014),2014.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Almayer's Folly (1895), Joseph Conrad",1895.0,Hanyut (2011),2011.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Almayer's Folly (1895), Joseph Conrad",1895.0,Almayer's Folly (2011),2011.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Along Came a Spider (1993), James Patterson",1993.0,Along Came a Spider (2001),2001.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Alzheimer Case (Dutch: De zaak Alzheimer) (2000), Jef Geeraerts",2000.0,The Alzheimer Case (2003),2003.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Alzheimer Case (Dutch: De zaak Alzheimer) (2000), Jef Geeraerts",2000.0,Memory (2022),2022.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"American Knees (1995), Shawn Wong",1995.0,Americanese (2006),2006.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"American Psycho (1991), Bret Easton Ellis",1991.0,American Psycho (2000),2000.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"American Psycho (1991), Bret Easton Ellis",1991.0,American Psycho 2: All-American Girl (2002),2002.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"American Splendor (1976–2008), Harvey Pekar",1976.0,American Splendor (2003),2003.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Amityville Horror (1977), Jay Anson",1977.0,The Amityville Horror (2005),2005.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Amu (2005), Shonali Bose",2005.0,Amu (2005),2005.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"An Ancient Tale: A Novel in Polish History (Polish: Stara baśń. Powieść z dziejów Polski) (1876), Józef Ignacy Kraszewski",1876.0,An Ancient Tale: When the Sun Was a God (Polish: Stara baśń: Kiedy słońce było bogiem) (2003),2003.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"And Then There Were None (1939), Agatha Christie",1939.0,Identity (2003),2003.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Angel (1957), Elizabeth Taylor",1957.0,Angel (2007),2007.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Angels & Demons (2000), Dan Brown",2000.0,Angels & Demons (2009),2009.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Anime Supremacy! (ハケンアニメ!, Haken Anime!) (2014), Mizuki Tsujimura",2014.0,Anime Supremacy! (2022),2022.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Anna Karenina (serialised 1873–1887, published as a book 1888), Leo Tolstoy",1873.0,Anna Karenina (2005),2005.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Anna Karenina (serialised 1873–1887, published as a book 1888), Leo Tolstoy",1873.0,Anna Karenina (2012),2012.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Anne of Green Gables (1908), Lucy Maud Montgomery",1908.0,Anne of Green Gables: The Continuing Story (2000),2000.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Anne of Green Gables (1908), Lucy Maud Montgomery",1908.0,Anne of Green Gables: A New Beginning (2009),2009.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Annihilation (2014), Jeff VanderMeer",2014.0,Annihilation (2018),2018.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Another (アナザー, Anazā) (2009), Yukito Ayatsuji",2009.0,Another (2012),2012.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Antikiller (French: Антикиллер) (1999), Daniil Koretsky",1999.0,Antikiller (2002),2002.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Around the World in Eighty Days (French: Le tour du monde en quatre-vingts jours) (1873), Jules Verne",1873.0,Tweety's High-Flying Adventure (2000),2000.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Around the World in Eighty Days (French: Le tour du monde en quatre-vingts jours) (1873), Jules Verne",1873.0,Globehunters: An Around the World in 80 Days Adventure (2002),2002.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Around the World in Eighty Days (French: Le tour du monde en quatre-vingts jours) (1873), Jules Verne",1873.0,Around the World in 80 Days (2004),2004.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Around the World in Eighty Days (French: Le tour du monde en quatre-vingts jours) (1873), Jules Verne",1873.0,Around the World in 80 Days (2021),2021.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Ask the Dust (1939), John Fante",1939.0,Ask the Dust (2006),2006.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Asking for Trouble (2001), Elizabeth Young",2001.0,The Wedding Date (2005),2005.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Assassination of Jesse James by the Coward Robert Ford (1983), Ron Hansen",1983.0,The Assassination of Jesse James by the Coward Robert Ford (2007),2007.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Asylum (1996), Patrick McGrath",1996.0,Asylum (2005),2005.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Atomised (French: Les Particules élémentaires) (1998), Michel Houellebecq",1998.0,The Elementary Particles (2006),2006.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Atomised (French: Les Particules élémentaires) (1998), Michel Houellebecq",1998.0,The Elementary Particles (2021),2021.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Atonement (2001), Ian McEwan",2001.0,Atonement (2007),2007.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"Avalon High (2005), Meg Cabot",2005.0,Avalon High (2010),2010.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",3,"The Ax (1997), Donald E. Westlake",1997.0,The Axe (French: Le couperet) (2005),2005.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"Babylon Babies (1999), Maurice Georges Dantec",1999.0,Babylon A.D. (2008),2008.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"Back When We Were Grownups (2001), Anne Tyler",2001.0,Back When We Were Grownups (2004),2004.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"The Bad Seed (1954), William March",1954.0,The Bad Seed (2018),2018.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"Baise-moi (1993), Virginie Despentes",1993.0,Baise-moi (2000),2000.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"Balzac and the Little Chinese Seamstress (French: Balzac et la petite tailleuse chinoise) (2000), Dai Sijie",2000.0,Balzac and the Little Chinese Seamstress (2002),2002.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"The Bandits of Bombay (Bengali: বোম্বাইয়ের বোম্বেটে, Bombaiyer Bombete) (1976), Satyajit Ray",1976.0,Bombaiyer Bombete (2003),2003.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"Battle Royale (バトル・ロワイアル, Batoru Rowaiaru) (1999), Koushun Takami",1999.0,Battle Royale (2000),2000.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"Battle Royale (バトル・ロワイアル, Batoru Rowaiaru) (1999), Koushun Takami",1999.0,"Battle Royale II: Requiem (バトル・ロワイアルII 鎮魂歌, Batoru Rowaiaru Tsū: ""Rekuiemu"") (2003)",2003.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"Battlefield Earth (1982), L. Ron Hubbard",1982.0,Battlefield Earth (2000),2000.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"Be Cool (1999), Elmore Leonard",1999.0,Be Cool (2005),2005.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"The Beach (1996), Alex Garland",1996.0,The Beach (2000),2000.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"The Beast in the Heart (Italian: La bestia nel cuore) (2003), Cristina Comencini",2003.0,Don't Tell (Italian: La bestia nel cuore) (2005),2005.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"Beautiful Creatures (2009), Kami Garcia and Margaret Stohl",2009.0,Beautiful Creatures (2013),2013.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"Bee Season (2000), Myla Goldberg",2000.0,Bee Season (2005),2005.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"Bel-Ami (1885), Guy de Maupassant",1885.0,Bel Ami (2005),2005.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"Bel-Ami (1885), Guy de Maupassant",1885.0,Bel Ami (2012),2012.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"Belphégor (1927), Arthur Bernède",1927.0,Belphégor - Le fantôme du Louvre (2001),2001.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"Ben-Hur: A Tale of the Christ (1880), Lew Wallace",1880.0,Ben Hur (2003),2003.0,1,True
"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)","List_of_fiction_works_made_into_feature_films_(0–9,_A–C)",4,"Ben-Hur: A Tale of the Christ (1880), Lew Wallace",1880.0,Ben-Hur (2016),2016.0,1,True
